ParkName,ParkCode,LocationID,PeriodID,EventID,TransectNumber,SampleLocation,SampleLocationDescr,ChannelType,ChannelTypeDescr,HydroMoss_HY,Boulders_BO,Artificial_AR,SmallWoodDeb_SWD,LargeWoodDeb_LWD,TreesRoots_TR,OverhangVeg_OV,UndercutBank_UC,Bluff_BL,Comment
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,5.6m Island Gravel
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,3.8m Gravel Island
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2013May20,BUFFRMFish2013Jun12,11,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,10.4m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,1,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,2,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,2,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,2,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,3,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,3,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,3,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,4,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,4,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,4,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,5,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,5,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,5,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,6,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,6,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,6,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,7,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,7,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,7,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,8,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,8,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,8,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,9,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,9,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,9,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,10,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,10,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,10,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,11,L,Left,Main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,11,M,Middle,Main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2017May24,BUFFRMFISH2017Jun22,11,R,Right,Main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,7,L,Left,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,8,L,Left,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,10,M,Middle,main,The channel that contains the majority of flow,0,-1,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,-1,-1,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT31,BUFFRMFISH2021May17,BUFFRMFISH2021Jun11,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,3,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,4,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,5,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,6,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,7,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,8,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,9,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,9,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,10,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,11,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT32,BUFFRMFISH2010May17,BUFFRMFish2010Jun11,11,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,1,R,Right,main,The channel that contains the majority of flow,-1,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,2,L,Left,main,The channel that contains the majority of flow,-1,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBT33,BUFFRMFISH2007May21,BUFFRMFish2007Jun05,2,M,Middle,main,The channel that contains the majority of flow,-1,0,0,0,0,0,0,0,0,
